ts,PID,MINFLT,MAJFLT,VSTEXT,VSIZE,RSIZE,VGROW,RGROW,MEM,CMD,class
1668606290,3149,14,0,61,800.8,16653.0,6.0,1.0,0.0,update-notifie,normal
1668606310,1759,14,0,24,9653.0,3733.0,6.0,1.0,0.0,haveged,normal
1668606310,4465,1970,0,160,18141.0,2793.0,6.0,1.0,0.0,atop,normal
1668606315,4419,2648,0,160,18345.0,2985.0,6.0,1.0,0.0,atop,normal
1668606333,6589,14,0,205,175.1,443.8,6.0,1.0,0.06,SLAM,normal
1668606333,3022,2755,0,50,496.9,9789.0,329.9,9557.0,0.0,polkit-gnome-a,normal
1668606335,2512,14,0,427,40385.0,2189.0,6.0,1.0,0.0,dbus-daemon,normal
1668606393,1288,14,0,1083,515.2,7741.0,6.0,1.0,0.0,NetworkManager,normal
1668606398,3195,14,0,2144,175.5,28325.0,6.0,1.0,0.01,ostinato,normal
1668606405,4419,22,0,160,18349.0,2985.0,10.0,1.0,0.0,atop,normal
1668606453,6542,2056,0,160,17829.0,2653.0,6.0,1.0,0.0,atop,injection
1668606455,6939,14,0,971,287.7,332.6,6.0,1.0,0.03,tcpdump,normal
1668606508,2725,16,0,78,798.8,19433.0,6.0,1.0,0.01,unity-panel-se,injection
1668606515,4465,1970,0,160,18141.0,2793.0,6.0,1.0,0.0,atop,normal
1668606565,8052,14,0,12,173.0,233.0,6.0,1.0,0.0,kworker/u256:1,normal
1668606623,3195,14,0,2144,175.5,28349.0,6.0,1.0,0.01,ostinato,injection
1668606623,1761,1926,0,160,18465.0,3325.0,6.0,1.0,0.0,atop,dos
1668606648,3387,2056,0,160,18093.0,2729.0,6.0,1.0,0.0,atop,injection
1668606683,2941,22,0,1362,174.4,48549.0,6.0,1.0,0.01,nautilus,dos
1668606693,3195,14,0,2144,175.5,28325.0,6.0,1.0,0.01,ostinato,dos
1668606718,1288,14,0,1083,515.2,7729.0,6.0,1.0,0.0,NetworkManager,dos
1668606718,1587,14,0,10427,718.4,50465.0,6.0,1.0,0.01,navigation,injection
1668606725,2639,16,0,78,883.1,12589.0,6.0,1.0,0.0,unity-panel-se,normal
1668606733,3890,217,0,427,39301.0,1261.0,39134.0,1029.0,0.0,dbus-daemon,password
1668606750,3767,1971,0,160,18121.0,2837.0,6.0,1.0,0.0,atop,normal
1668606795,4417,2653,0,160,18349.0,2961.0,6.0,1.0,0.0,atop,ddos
1668606830,3885,14,0,990,175.9,14337.0,6.0,1.0,0.0,drone,normal
1668606840,5317,14,0,12,173.0,233.0,6.0,1.0,0.0,kworker/u256:2,ddos
1668606853,2913,14,0,22,174.3,332.4,6.0,1.0,0.03,compiz,dos
1668606915,4556,14,0,608,357.4,6589.0,6.0,1.0,0.0,atop,ddos
1668606918,3709,14,0,3075,502.1,27629.0,6.0,1.0,0.01,oneconf-servic,password
1668606970,5354,18,0,1615,10397.0,3893.0,6.0,1.0,0.0,dhclient,ddos
1668606978,3150,14,0,292,883.1,22469.0,6.0,1.0,0.01,gnome-terminal,dos
1668607005,2512,14,0,427,40385.0,2189.0,6.0,1.0,0.0,dbus-daemon,normal
1668607018,3365,14,0,30,541.9,4117.0,6.0,1.0,0.0,deja-dup-monit,dos
1668607030,2625,23,0,601,989.9,422.5,6.0,1.0,0.05,hud-service,normal
1668607060,3885,14,0,990,175.9,14337.0,6.0,1.0,0.0,drone,normal
1668607065,2639,14,0,78,883.1,12589.0,6.0,1.0,0.0,unity-panel-se,normal
1668607075,3247,14,0,292,884.5,9281.0,6.0,1.0,0.0,gnome-terminal,normal
1668607143,1755,14,0,24,9653.0,3733.0,6.0,1.0,0.0,haveged,password
1668607165,1515,19,0,48,19469.0,1057.0,6.0,1.0,0.0,irqbalance,ddos
1668607198,2059,14,0,48,332.8,4629.0,6.0,1.0,0.0,vmtoolsd,dos
1668607250,1463,21,0,48,19469.0,801.0,6.0,1.0,0.0,irqbalance,normal
1668607270,1946,14,0,48,332.8,4637.0,6.0,1.0,0.0,vmtoolsd,ddos
1668607288,1288,14,0,1083,515.2,7729.0,6.0,1.0,0.0,NetworkManager,dos
1668607315,3770,1971,0,160,18121.0,2841.0,6.0,1.0,0.0,atop,normal
1668607330,4464,1971,0,160,17817.0,2721.0,6.0,1.0,0.0,atop,normal
1668607428,2941,22,0,1362,174.4,48549.0,6.0,1.0,0.01,nautilus,dos
1668607450,4466,1971,0,160,17809.0,2677.0,6.0,1.0,0.0,atop,normal
1668607465,1463,47,0,48,19469.0,801.0,6.0,1.0,0.0,irqbalance,normal
1668607470,8045,14,0,12,173.0,233.0,6.0,1.0,0.0,kworker/u256:0,normal
1668607495,5209,14,0,608,357.3,5901.0,6.0,1.0,0.0,atop,ddos
1668607543,2913,435,0,22,174.3,79869.0,6.0,1.0,0.02,compiz,injection
1668607550,2512,14,0,427,40501.0,2665.0,6.0,1.0,0.0,dbus-daemon,ddos
1668607555,4466,1971,0,160,17809.0,2677.0,6.0,1.0,0.0,atop,normal
1668607773,3220,14,0,990,175.9,23149.0,6.0,1.0,0.01,drone,dos
1668607818,1549,14,0,2231,507.3,71337.0,6.0,1.0,0.02,Xorg,dos
1668607880,4464,1970,0,160,17817.0,2721.0,6.0,1.0,0.0,atop,normal
1668607903,2671,14,0,133,22613.0,977.0,6.0,1.0,0.0,upstart-dbus-b,password
1668607925,2625,23,0,601,990.0,422.8,6.0,1.0,0.05,hud-service,normal
1668608028,2059,14,0,48,332.8,4629.0,6.0,1.0,0.0,vmtoolsd,dos
1668608060,1534,14,0,2231,914.7,331.6,6.0,1.0,0.03,Xorg,normal
1668608073,1549,14,0,2231,507.3,71337.0,6.0,1.0,0.02,Xorg,dos
1668608098,2725,16,0,78,726.8,18617.0,6.0,1.0,0.0,unity-panel-se,dos
1668608148,1492,15,0,49,23825.0,1261.0,6.0,1.0,0.0,cron,dos
1668608153,3986,1622,0,160,17797.0,2577.0,6.0,1.0,0.0,atop,password
1668608160,2814,14,0,47,453.1,5373.0,6.0,1.0,0.0,indicator-appl,normal
1668608168,2668,14,0,133,22481.0,873.0,6.0,1.0,0.0,upstart-dbus-b,normal
1668608193,3195,14,0,2144,175.5,28325.0,6.0,1.0,0.01,ostinato,normal
1668608275,4641,50,0,608,357.4,6605.0,6.0,1.0,0.0,atop,ddos
1668608428,2700,22,0,601,846.5,66345.0,6.0,1.0,0.02,hud-service,dos
1668608455,3769,1971,0,160,18121.0,2845.0,6.0,1.0,0.0,atop,normal
1668608463,2939,14,0,309,891.4,18417.0,6.0,1.0,0.0,nm-applet,dos
1668608535,3094,14,0,139,419.4,9725.0,6.0,1.0,0.0,zeitgeist-fts,normal
1668608548,2700,23,0,601,846.5,66345.0,6.0,1.0,0.02,hud-service,normal
1668608625,3173,14,0,3075,899.8,337.2,6.0,1.0,0.03,update-manager,ddos
1668608628,1492,19,0,48,19469.0,1061.0,6.0,1.0,0.0,irqbalance,password
1668608630,2625,23,0,601,990.1,422.8,6.0,1.0,0.05,hud-service,normal
1668608635,6939,14,0,971,287.7,332.6,6.0,1.0,0.03,tcpdump,normal
1668608688,3220,14,0,990,175.9,23149.0,6.0,1.0,0.01,drone,dos
1668608688,2710,14,0,78,798.7,18545.0,6.0,1.0,0.0,unity-panel-se,password
1668608728,3386,1927,0,160,18089.0,2657.0,6.0,1.0,0.0,atop,dos
1668608863,2668,14,0,133,22481.0,873.0,6.0,1.0,0.0,upstart-dbus-b,dos
1668608908,3220,14,0,990,175.9,23149.0,6.0,1.0,0.01,drone,dos
1668608920,2597,14,0,133,22481.0,897.0,6.0,1.0,0.0,upstart-dbus-b,ddos
1668608965,6939,14,0,971,287.7,332.6,6.0,1.0,0.03,tcpdump,normal
1668608988,1300,14,0,19,447.6,5397.0,6.0,1.0,0.0,polkitd,injection
1668609043,3989,1935,0,160,17797.0,2585.0,6.0,1.0,0.0,atop,password
1668609063,2941,22,0,1362,174.4,48549.0,6.0,1.0,0.01,nautilus,dos
1668609085,3882,14,0,2144,175.4,17021.0,6.0,1.0,0.0,ostinato,normal
1668609128,3988,1935,0,160,17797.0,2585.0,6.0,1.0,0.0,atop,password
1668609130,4464,1970,0,160,17817.0,2721.0,6.0,1.0,0.0,atop,normal
1668609150,1943,14,0,48,332.8,1937.0,6.0,1.0,0.0,vmtoolsd,normal
1668609163,1572,14,0,10427,710.4,50845.0,6.0,1.0,0.01,navigation,password
1668609165,1515,24,0,48,19469.0,1057.0,6.0,1.0,0.0,irqbalance,ddos
1668609208,3385,2060,0,160,18145.0,2725.0,6.0,1.0,0.0,atop,injection
1668609240,4467,1970,0,160,17813.0,2685.0,6.0,1.0,0.0,atop,normal
1668609325,4277,14,0,2144,175.5,28161.0,6.0,1.0,0.01,ostinato,ddos
1668609335,4239,14,0,292,884.4,22681.0,6.0,1.0,0.01,gnome-terminal,ddos
1668609343,3386,2060,0,160,18089.0,2725.0,6.0,1.0,0.0,atop,injection
1668609370,2512,14,0,427,40385.0,2189.0,6.0,1.0,0.0,dbus-daemon,normal
1668609380,2590,14,0,133,22585.0,657.0,6.0,1.0,0.0,upstart-dbus-b,normal
1668609398,1572,14,0,10427,710.4,50845.0,6.0,1.0,0.01,navigation,password
1668609405,2889,22,0,1362,174.4,26885.0,6.0,1.0,0.01,nautilus,normal
1668609445,3767,1971,0,160,18121.0,2837.0,6.0,1.0,0.0,atop,normal
1668609478,2700,23,0,601,846.8,66605.0,6.0,1.0,0.02,hud-service,dos
1668609478,3987,1935,0,160,17801.0,2585.0,6.0,1.0,0.0,atop,password
1668609485,2628,42,0,601,830.8,51901.0,138.0,1.0,0.01,hud-service,ddos
1668609505,4239,14,0,292,884.4,22681.0,6.0,1.0,0.01,gnome-terminal,ddos
1668609518,1492,51,0,48,19469.0,1061.0,6.0,1.0,0.0,irqbalance,password
1668609563,1787,14,0,24,9653.0,3729.0,6.0,1.0,0.0,haveged,dos
1668609568,2939,14,0,309,891.4,18561.0,6.0,1.0,0.0,nm-applet,injection
1668609605,2625,23,0,601,990.3,423.1,6.0,1.0,0.05,hud-service,normal
1668609640,3173,14,0,3075,899.8,337.2,6.0,1.0,0.03,update-manager,ddos
1668609655,2628,28,0,601,830.8,51901.0,6.0,1.0,0.01,hud-service,ddos
1668609698,3385,1928,0,160,17797.0,2605.0,6.0,1.0,0.0,atop,dos
1668609700,1760,14,0,24,9653.0,497.0,6.0,1.0,0.0,haveged,normal
1668609713,2668,14,0,133,22481.0,873.0,6.0,1.0,0.0,upstart-dbus-b,dos
1668609715,4477,15,0,608,357.3,6401.0,6.0,1.0,0.0,atop,ddos
1668609720,1534,14,0,2231,914.7,331.6,6.0,1.0,0.03,Xorg,normal
1668609725,2866,208,0,22,174.5,81537.0,6.0,1.0,0.02,compiz,normal
1668609728,2137,14,0,161,470.8,4833.0,6.0,1.0,0.0,upowerd,injection
1668609773,3386,2055,0,160,18089.0,2725.0,6.0,1.0,0.0,atop,injection
1668609793,1284,14,0,1083,515.1,7681.0,6.0,1.0,0.0,NetworkManager,password
1668609808,2668,14,0,133,22481.0,873.0,6.0,1.0,0.0,upstart-dbus-b,injection
1668609825,2625,23,0,601,990.3,423.1,6.0,1.0,0.05,hud-service,normal
1668609898,3929,19,0,12,173.0,233.0,6.0,1.0,0.0,<systemd-host>,password
1668609923,6544,2060,0,160,17825.0,2657.0,6.0,1.0,0.0,atop,injection
1668609985,2620,17,0,43,966.1,16061.0,6.0,1.0,0.0,unity-settings,ddos
1668610000,4531,14,0,608,357.4,6561.0,6.0,1.0,0.0,atop,ddos
1668610023,3987,1929,0,160,17809.0,2629.0,314.0,5.0,0.0,atop,password
1668610040,1515,19,0,48,19469.0,1057.0,6.0,1.0,0.0,irqbalance,ddos
1668610053,2536,14,0,127,22473.0,1401.0,6.0,1.0,0.0,upstart-event-,password
1668610063,3385,1927,0,160,17797.0,2605.0,6.0,1.0,0.0,atop,dos
1668610070,3882,14,0,2144,175.4,17021.0,6.0,1.0,0.0,ostinato,normal
1668610085,3247,14,0,292,884.5,9281.0,6.0,1.0,0.0,gnome-terminal,normal
1668610103,3596,14,0,12,173.0,233.0,6.0,1.0,0.0,kworker/1:0,injection
1668610113,2700,22,0,601,978.2,428.8,6.0,1.0,0.05,hud-service,injection
1668610113,1609,14,0,543,565.3,33113.0,6.0,1.0,0.01,named,dos
1668610115,2034,14,0,608,357.2,14329.0,6.0,1.0,0.0,atop,ddos
1668610130,2901,14,0,48,554.0,2221.0,6.0,1.0,0.0,vmtoolsd,normal
1668610143,2927,14,0,136,796.7,18317.0,6.0,1.0,0.0,goa-daemon,dos
1668610150,2625,23,0,601,990.4,423.1,6.0,1.0,0.05,hud-service,normal
1668610180,5060,14,0,608,357.4,6517.0,6.0,1.0,0.0,atop,ddos
1668610233,1549,14,0,2231,531.2,88669.0,6.0,1.0,0.02,Xorg,injection
1668610268,1572,14,0,10427,710.4,50845.0,6.0,1.0,0.01,navigation,password
1668610280,2869,744,0,22,174.3,79985.0,6.0,1.0,0.02,compiz,ddos
1668610325,4465,1970,0,160,18145.0,2793.0,6.0,1.0,0.0,atop,normal
1668610348,1970,14,0,48,332.8,4629.0,6.0,1.0,0.0,vmtoolsd,password
1668610428,3384,2055,0,160,18097.0,2729.0,6.0,1.0,0.0,atop,injection
1668610445,4467,1970,0,160,17813.0,2685.0,6.0,1.0,0.0,atop,normal
1668610465,4239,14,0,292,884.4,22681.0,6.0,1.0,0.01,gnome-terminal,ddos
1668610483,2668,14,0,133,22481.0,873.0,6.0,1.0,0.0,upstart-dbus-b,injection
1668610490,4419,2648,0,160,18345.0,2985.0,6.0,1.0,0.0,atop,ddos
1668610498,3386,1927,0,160,18089.0,2657.0,6.0,1.0,0.0,atop,dos
1668610498,3844,14,0,292,883.3,24633.0,6.0,1.0,0.01,gnome-terminal,password
1668610523,3195,14,0,2144,175.5,28349.0,6.0,1.0,0.01,ostinato,injection
1668610533,2210,29,0,608,364.7,8917.0,6.0,1.0,0.0,atop,password
1668610535,3767,1970,0,160,18121.0,2837.0,6.0,1.0,0.0,atop,normal
1668610545,2893,22,0,1362,174.4,46777.0,6.0,1.0,0.01,nautilus,ddos
1668610640,3767,1971,0,160,18121.0,2837.0,6.0,1.0,0.0,atop,normal
1668610685,1463,17,0,48,19469.0,801.0,6.0,1.0,0.0,irqbalance,normal
1668610695,8045,14,0,12,173.0,233.0,6.0,1.0,0.0,kworker/u256:0,normal
1668610703,1288,27,0,1083,515.2,7729.0,6.0,1.0,0.0,NetworkManager,dos
1668610818,2974,14,0,48,554.1,17161.0,6.0,1.0,0.0,vmtoolsd,dos
1668610843,2591,14,0,427,40357.0,2521.0,6.0,1.0,0.0,dbus-daemon,dos
1668610845,3885,14,0,990,175.9,14337.0,6.0,1.0,0.0,drone,normal
1668610878,4044,235,0,164,30013.0,1185.0,29846.0,953.0,0.0,vsftpd,password
1668610888,1492,17,0,48,19469.0,1061.0,6.0,1.0,0.0,irqbalance,password
1668610890,4467,1971,0,160,17813.0,2685.0,6.0,1.0,0.0,atop,normal
1668610913,2059,14,0,48,332.8,4629.0,6.0,1.0,0.0,vmtoolsd,dos
1668610955,2869,540,0,22,174.3,79985.0,6.0,1.0,0.02,compiz,ddos
1668610978,2941,22,0,1362,174.4,48549.0,6.0,1.0,0.01,nautilus,dos
1668610978,2692,21,0,601,804.0,22841.0,6.0,1.0,0.01,hud-service,password
1668610988,3195,14,0,2144,175.5,28325.0,6.0,1.0,0.01,ostinato,dos
1668611003,2725,16,0,78,726.8,18617.0,6.0,1.0,0.0,unity-panel-se,dos
1668611005,4416,2648,0,160,18345.0,2961.0,6.0,1.0,0.0,atop,ddos
1668611033,2917,14,0,47,453.1,5357.0,6.0,1.0,0.0,indicator-appl,password
1668611043,2591,14,0,427,40357.0,2521.0,6.0,1.0,0.0,dbus-daemon,dos
1668611045,1588,14,0,2231,527.5,79617.0,6.0,1.0,0.02,Xorg,ddos
1668611068,2913,374,0,22,174.3,79869.0,246.0,1.0,0.02,compiz,injection
1668611125,4464,1970,0,160,17817.0,2721.0,6.0,1.0,0.0,atop,normal
1668611133,3385,1923,0,160,17797.0,2605.0,6.0,1.0,0.0,atop,dos
1668611140,2512,14,0,427,40501.0,2665.0,6.0,1.0,0.0,dbus-daemon,ddos
1668611178,4048,153,0,12,173.0,233.0,6.0,1.0,0.0,<systemd-udev>,password
1668611193,6542,2055,0,160,17829.0,2653.0,6.0,1.0,0.0,atop,injection
1668611195,4280,14,0,990,176.0,25333.0,6.0,1.0,0.01,drone,ddos
1668611203,2059,14,0,48,332.8,4629.0,6.0,1.0,0.0,vmtoolsd,dos
1668611230,4467,1970,0,160,17813.0,2685.0,6.0,1.0,0.0,atop,normal
1668611283,2725,14,0,78,726.8,18617.0,6.0,1.0,0.0,unity-panel-se,dos
1668611295,3769,1970,0,160,18121.0,2845.0,6.0,1.0,0.0,atop,normal
1668611308,3385,2055,0,160,18145.0,2725.0,6.0,1.0,0.0,atop,injection
1668611320,1759,14,0,24,9653.0,3733.0,6.0,1.0,0.0,haveged,ddos
1668611330,2901,14,0,48,554.0,2221.0,6.0,1.0,0.0,vmtoolsd,normal
1668611335,4417,2648,0,160,18349.0,2961.0,6.0,1.0,0.0,atop,ddos
1668611340,1463,17,0,48,19469.0,801.0,6.0,1.0,0.0,irqbalance,normal
1668611418,2059,22,0,48,332.8,4629.0,6.0,1.0,0.0,vmtoolsd,injection
1668611438,3386,2055,0,160,18089.0,2725.0,6.0,1.0,0.0,atop,injection
1668611445,1463,17,0,48,19469.0,801.0,6.0,1.0,0.0,irqbalance,normal
1668611450,4416,2648,0,160,18345.0,2961.0,6.0,1.0,0.0,atop,ddos
1668611508,3150,14,0,292,883.1,22481.0,6.0,1.0,0.01,gnome-terminal,injection
1668611518,2974,14,0,48,554.1,17409.0,6.0,1.0,0.0,vmtoolsd,injection
1668611588,2214,29,0,608,364.8,10289.0,6.0,1.0,0.0,atop,password
1668611708,2913,14,0,22,174.3,332.4,6.0,1.0,0.03,compiz,dos
1668611733,1226,29,0,164,23725.0,1637.0,6.0,1.0,0.0,vsftpd,password
1668611738,2913,254,0,22,174.3,79869.0,6.0,1.0,0.02,compiz,injection
1668611763,2974,14,0,48,554.1,17409.0,6.0,1.0,0.0,vmtoolsd,injection
1668611768,1787,14,0,24,9653.0,3729.0,6.0,1.0,0.0,haveged,dos
1668611798,2668,14,0,133,22481.0,873.0,6.0,1.0,0.0,upstart-dbus-b,dos
1668611813,4070,14,0,12,173.0,233.0,6.0,1.0,0.0,<vsftpd>,password
1668611843,7319,14,0,12,173.0,233.0,6.0,1.0,0.0,kworker/u256:2,injection
1668611858,3384,1923,0,160,18097.0,2661.0,6.0,1.0,0.0,atop,dos
1668611860,2512,14,0,427,40501.0,2665.0,6.0,1.0,0.0,dbus-daemon,ddos
1668611865,2512,14,0,427,40385.0,2189.0,6.0,1.0,0.0,dbus-daemon,normal
1668611928,6544,2055,0,160,17825.0,2657.0,6.0,1.0,0.0,atop,injection
1668611933,3220,14,0,990,175.9,23149.0,6.0,1.0,0.01,drone,dos
1668611985,6939,14,0,971,287.7,332.6,6.0,1.0,0.03,tcpdump,normal
1668612028,3831,14,0,12,173.0,233.0,6.0,1.0,0.0,kworker/0:1,password
1668612060,5368,14,0,12,173.0,233.0,6.0,1.0,0.0,kworker/u256:0,ddos
1668612088,2700,24,0,601,978.7,429.3,138.0,265.0,0.05,hud-service,injection
1668612093,1549,14,0,2231,531.2,88669.0,6.0,1.0,0.02,Xorg,injection
1668612125,4419,2648,0,160,18345.0,2985.0,6.0,1.0,0.0,atop,ddos
1668612128,2725,16,0,78,726.8,18617.0,6.0,1.0,0.0,unity-panel-se,dos
1668612153,3386,2055,0,160,18089.0,2725.0,6.0,1.0,0.0,atop,injection
1668612165,4466,1970,0,160,17809.0,2677.0,6.0,1.0,0.0,atop,normal
1668612213,1549,14,0,2231,531.2,88669.0,6.0,1.0,0.02,Xorg,injection
1668612240,4417,2644,0,160,18349.0,2961.0,6.0,1.0,0.0,atop,ddos
1668612298,2700,23,0,601,847.7,67525.0,6.0,1.0,0.02,hud-service,dos
1668612305,4239,14,0,292,884.4,22681.0,6.0,1.0,0.01,gnome-terminal,ddos
1668612308,3195,14,0,2144,175.5,28325.0,6.0,1.0,0.01,ostinato,dos
1668612310,2879,14,0,136,796.6,17909.0,6.0,1.0,0.0,goa-daemon,ddos
1668612333,3386,1923,0,160,18089.0,2657.0,6.0,1.0,0.0,atop,dos
1668612363,4091,235,0,12,173.0,233.0,6.0,1.0,0.0,<vsftpd>,password
1668612365,2869,512,0,22,174.3,79985.0,934.0,1.0,0.02,compiz,ddos
1668612378,1587,14,0,10427,718.4,50465.0,6.0,1.0,0.01,navigation,dos
1668612393,2979,14,0,16,174.0,44865.0,6.0,1.0,0.01,evolution-cale,password
1668612410,4794,14,0,78,855.9,16893.0,6.0,1.0,0.0,unity-panel-se,ddos
1668612415,1534,14,0,2231,914.7,331.6,6.0,1.0,0.03,Xorg,normal
1668612473,1970,14,0,48,332.8,4629.0,6.0,1.0,0.0,vmtoolsd,password
1668612503,2059,14,0,48,332.8,4629.0,6.0,1.0,0.0,vmtoolsd,dos
1668612573,6542,2055,0,160,17829.0,2653.0,6.0,1.0,0.0,atop,injection
1668612583,3150,14,0,292,883.1,22469.0,6.0,1.0,0.01,gnome-terminal,dos
1668612590,6939,14,0,971,287.7,332.6,6.0,1.0,0.03,tcpdump,normal
1668612608,3384,1923,0,160,18097.0,2661.0,6.0,1.0,0.0,atop,dos
1668612620,2620,17,0,43,966.1,16061.0,6.0,1.0,0.0,unity-settings,ddos
1668612625,3769,1970,0,160,18121.0,2845.0,6.0,1.0,0.0,atop,normal
1668612685,4277,14,0,2144,175.5,28161.0,6.0,1.0,0.01,ostinato,ddos
1668612720,3769,1970,0,160,18121.0,2845.0,6.0,1.0,0.0,atop,normal
1668612758,6542,2055,0,160,17829.0,2653.0,6.0,1.0,0.0,atop,injection
1668612773,2668,14,0,133,22481.0,873.0,6.0,1.0,0.0,upstart-dbus-b,injection
1668612795,6939,14,0,971,287.7,332.6,6.0,1.0,0.03,tcpdump,normal
1668612855,4465,1970,0,160,18145.0,2793.0,6.0,1.0,0.0,atop,normal
1668612878,3150,14,0,292,883.1,22469.0,6.0,1.0,0.01,gnome-terminal,dos
1668612903,3384,1923,0,160,18097.0,2661.0,6.0,1.0,0.0,atop,dos
1668612918,2700,23,0,601,978.8,429.4,6.0,1.0,0.05,hud-service,injection
1668612930,4433,14,0,608,357.4,6577.0,6.0,1.0,0.0,atop,ddos
1668612980,4467,1970,0,160,17813.0,2685.0,6.0,1.0,0.0,atop,normal
1668613003,2536,14,0,127,22473.0,1401.0,6.0,1.0,0.0,upstart-event-,password
1668613028,2668,14,0,133,22481.0,873.0,6.0,1.0,0.0,upstart-dbus-b,dos
1668613030,4794,14,0,78,855.9,16893.0,6.0,1.0,0.0,unity-panel-se,ddos
1668613053,6542,2055,0,160,17829.0,2653.0,6.0,1.0,0.0,atop,injection
1668613053,4116,153,0,12,173.0,233.0,6.0,1.0,0.0,<systemd-udev>,password
1668613053,2941,22,0,1362,174.4,48549.0,6.0,1.0,0.01,nautilus,dos
1668613055,4416,2645,0,160,18345.0,2961.0,6.0,1.0,0.0,atop,ddos
1668613070,3770,1970,0,160,18121.0,2841.0,6.0,1.0,0.0,atop,normal
1668613103,2591,14,0,427,40357.0,2521.0,6.0,1.0,0.0,dbus-daemon,dos
1668613133,2710,14,0,78,798.7,18545.0,6.0,1.0,0.0,unity-panel-se,password
1668613173,7032,14,0,608,364.6,8681.0,6.0,1.0,0.0,atop,injection
1668613178,3017,14,0,362,488.2,7525.0,6.0,1.0,0.0,mission-contro,password
1668613180,3768,1970,0,160,18193.0,2845.0,6.0,1.0,0.0,atop,normal
1668613188,1787,14,0,24,9653.0,3729.0,6.0,1.0,0.0,haveged,injection
1668613210,4910,14,0,608,357.4,6557.0,6.0,1.0,0.0,atop,ddos
1668613218,1549,14,0,2231,507.3,71337.0,6.0,1.0,0.02,Xorg,dos
1668613223,3987,1991,0,160,17505.0,2629.0,318.0,9.0,0.0,atop,password
1668613233,2591,14,0,427,40357.0,2569.0,6.0,1.0,0.0,dbus-daemon,injection
1668613238,1493,17,0,48,19469.0,1057.0,6.0,1.0,0.0,irqbalance,injection
1668613265,4419,2056,0,160,18345.0,2985.0,6.0,1.0,0.0,atop,ddos
1668613270,4416,2645,0,160,18345.0,2961.0,6.0,1.0,0.0,atop,ddos
1668613298,3387,1924,0,160,18093.0,2653.0,6.0,1.0,0.0,atop,dos
1668613308,1493,19,0,48,19469.0,1057.0,6.0,1.0,0.0,irqbalance,dos
1668613318,4124,153,0,12,173.0,233.0,6.0,1.0,0.0,<systemd-udev>,password
1668613333,1609,14,0,543,565.3,33113.0,6.0,1.0,0.01,named,dos
1668613335,1463,17,0,48,19469.0,801.0,6.0,1.0,0.0,irqbalance,normal
1668613373,2185,14,0,608,357.2,14305.0,6.0,1.0,0.0,atop,dos
1668613380,2628,28,0,601,832.6,53965.0,6.0,1.0,0.01,hud-service,ddos
1668613405,2632,14,0,78,726.8,18785.0,6.0,1.0,0.0,unity-panel-se,ddos
1668613408,2591,14,0,427,40357.0,2521.0,6.0,1.0,0.0,dbus-daemon,dos
1668613465,4416,2645,0,160,18345.0,2961.0,6.0,1.0,0.0,atop,ddos
1668613483,7417,14,0,78,711.8,14709.0,6.0,1.0,0.0,unity-panel-se,injection
1668613488,3384,1923,0,160,18097.0,2661.0,6.0,1.0,0.0,atop,dos
1668613538,1288,14,0,1083,515.2,7741.0,6.0,1.0,0.0,NetworkManager,injection
1668613545,1463,17,0,48,19469.0,801.0,6.0,1.0,0.0,irqbalance,normal
1668613578,2974,14,0,48,554.1,17161.0,6.0,1.0,0.0,vmtoolsd,dos
1668613653,2591,14,0,427,40357.0,2521.0,6.0,1.0,0.0,dbus-daemon,dos
1668613660,8045,14,0,12,173.0,233.0,6.0,1.0,0.0,kworker/u256:0,normal
1668613663,2668,14,0,133,22481.0,873.0,6.0,1.0,0.0,upstart-dbus-b,dos
1668613673,2692,21,0,601,804.2,23097.0,6.0,1.0,0.01,hud-service,password
1668613730,4465,1970,0,160,18145.0,2793.0,6.0,1.0,0.0,atop,normal
1668613740,4467,1970,0,160,17813.0,2685.0,6.0,1.0,0.0,atop,normal
1668613745,5404,1134,0,1615,10397.0,3901.0,10230.0,3669.0,0.0,dhclient,ddos
1668613768,3385,2055,0,160,18145.0,2725.0,6.0,1.0,0.0,atop,injection
1668613788,6541,2055,0,160,17825.0,2653.0,6.0,1.0,0.0,atop,injection
1668613788,2668,14,0,133,22481.0,873.0,6.0,1.0,0.0,upstart-dbus-b,dos
1668613800,2597,14,0,133,22481.0,897.0,6.0,1.0,0.0,upstart-dbus-b,ddos
1668613805,3882,14,0,2144,175.4,17021.0,6.0,1.0,0.0,ostinato,normal
1668613828,2700,23,0,601,979.1,429.7,134.0,129.0,0.05,hud-service,injection
1668613850,4239,14,0,292,884.4,22681.0,6.0,1.0,0.01,gnome-terminal,ddos
1668613868,4152,287,0,12,173.0,233.0,6.0,1.0,0.0,<systemd-udev>,password
1668613873,1498,14,0,59,670.2,5297.0,6.0,1.0,0.0,whoopsie,dos
1668613893,3385,1930,0,160,17797.0,2605.0,6.0,1.0,0.0,atop,dos
1668613903,1493,17,0,48,19469.0,1057.0,6.0,1.0,0.0,irqbalance,dos
1668613913,2913,14,0,22,174.3,332.4,6.0,1.0,0.03,compiz,dos
1668613968,3596,14,0,12,173.0,233.0,6.0,1.0,0.0,kworker/1:0,injection
1668614008,3386,1930,0,160,18089.0,2657.0,6.0,1.0,0.0,atop,dos
1668614048,7028,14,0,608,364.6,8725.0,6.0,1.0,0.0,atop,injection
