ts,PID,TRUN,TSLPI,TSLPU,POLI,NICE,PRI,RTPR,CPUNR,Status,EXC,State,CPU,CMD,class
1668629838,4658,0,1,0,norm,0,122,0,3,N,0,S,0.0,vsftpd,password
1668629840,4419,1,0,0,norm,20,102,0,0,0,0,R,0.02,atop,ddos
1668629845,4416,1,0,0,norm,20,102,0,2,0,0,R,0.02,atop,ddos
1668629885,2625,0,4,0,norm,0,122,0,0,-,0,S,0.0,hud-service,normal
1668629888,1226,0,1,0,norm,0,122,0,3,-,0,S,0.0,vsftpd,password
1668629898,3626,0,3,0,norm,0,122,0,1,0,0,S,0.0,unity-panel-se,dos
1668629903,1492,0,1,0,norm,0,122,0,3,-,0,S,0.0,irqbalance,password
1668629928,4649,0,0,0,-,0,2,0,0,-,0,E,0.0,<systemd-udev>,password
1668629935,1420,0,1,0,norm,0,122,0,2,-,0,S,0.0,cron,normal
1668629943,4653,0,0,0,-,0,2,0,0,NE,1,E,0.0,<vsftpd>,password
1668629963,3987,1,0,0,norm,20,102,0,0,-,0,R,0.01,atop,password
1668629973,4420,0,0,0,0,0,2,0,0,NE,0,E,0.0,<sessionclean>,dos
1668629988,1580,0,1,0,norm,0,122,0,0,-,0,S,0.0,Xorg,password
1668630005,2632,0,3,0,norm,0,122,0,3,0,0,S,0.0,unity-panel-se,ddos
1668630105,3707,0,1,0,norm,0,122,0,3,0,0,S,0.0,kworker/3:2,ddos
1668630110,6939,0,1,0,norm,0,122,0,3,-,0,S,0.02,tcpdump,normal
1668630110,2628,0,4,0,norm,0,122,0,1,0,0,S,0.0,hud-service,ddos
1668630130,2909,0,3,0,norm,0,122,0,0,0,0,S,0.0,vmtoolsd,ddos
1668630148,3365,0,3,0,norm,0,122,0,0,0,0,S,0.0,deja-dup-monit,injection
1668630153,4659,0,0,0,-,0,2,0,0,-,1,E,0.0,<vsftpd>,password
1668630158,4657,0,0,0,-,0,2,0,0,NE,1,E,0.0,<vsftpd>,password
1668630198,2591,0,1,0,norm,0,122,0,3,0,0,S,0.02,dbus-daemon,injection
1668630243,6589,0,55,0,norm,0,122,0,3,0,0,S,0.01,SLAM,injection
1668630255,3882,0,3,0,norm,0,122,0,0,-,0,S,0.0,ostinato,normal
1668630258,2939,0,3,0,norm,0,122,0,0,0,0,S,0.01,nm-applet,dos
1668630270,4419,0,1,0,norm,20,102,0,0,0,0,S,0.03,atop,ddos
1668630325,2893,0,5,0,norm,0,122,0,0,0,0,S,0.0,nautilus,ddos
1668630328,6543,0,1,0,norm,20,102,0,3,0,0,S,0.02,atop,injection
1668630348,2939,0,3,0,norm,0,122,0,1,0,0,S,0.01,nm-applet,dos
1668630348,3386,0,1,0,norm,20,102,0,2,0,0,S,0.01,atop,injection
1668630355,2866,0,9,0,norm,0,122,0,2,-,0,S,0.01,compiz,normal
1668630363,2591,0,1,0,norm,0,122,0,0,0,0,S,0.01,dbus-daemon,injection
1668630375,3770,0,1,0,norm,20,102,0,1,-,0,S,0.01,atop,normal
1668630383,4409,0,0,0,0,0,2,0,0,NS,15,E,0.0,<dhclient>,dos
1668630413,7037,0,1,0,norm,0,122,0,3,0,0,S,0.01,atop,injection
1668630438,2668,0,1,0,norm,0,122,0,0,0,0,S,0.0,upstart-dbus-b,injection
1668630443,2059,0,2,0,norm,0,122,0,3,0,0,S,0.0,vmtoolsd,dos
1668630455,4418,0,1,0,norm,20,102,0,1,0,0,S,0.0,atop,ddos
1668630478,3150,0,4,0,norm,0,122,0,3,0,0,S,0.0,gnome-terminal,injection
1668630498,2913,0,5,0,norm,0,122,0,0,0,0,S,0.12,compiz,injection
1668630515,3882,0,3,0,norm,0,122,0,2,-,0,S,0.0,ostinato,normal
1668630535,2639,0,3,0,norm,0,122,0,1,-,0,S,0.0,unity-panel-se,normal
1668630573,4675,0,1,0,norm,0,122,0,0,N,0,S,0.0,vsftpd,password
1668630580,2625,0,4,0,norm,0,122,0,3,-,0,S,0.01,hud-service,normal
1668630615,3882,0,3,0,norm,0,122,0,1,-,0,S,0.0,ostinato,normal
1668630643,3987,0,1,0,norm,20,102,0,0,-,0,S,0.02,atop,password
1668630655,2597,0,1,0,norm,0,122,0,0,0,0,S,0.0,upstart-dbus-b,ddos
1668630668,1580,0,1,0,norm,0,122,0,0,-,0,S,0.01,Xorg,password
1668630685,2625,0,4,0,norm,0,122,0,3,-,0,S,0.01,hud-service,normal
1668630688,1288,0,4,0,norm,0,122,0,0,0,0,S,0.0,NetworkManager,dos
1668630693,6544,0,1,0,norm,20,102,0,2,0,0,S,0.02,atop,injection
1668630705,3768,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1668630768,3844,0,4,0,norm,0,122,0,3,-,0,S,0.0,gnome-terminal,password
1668630788,7319,0,1,0,norm,0,122,0,2,0,0,S,0.0,kworker/u256:2,injection
1668630805,3769,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1668630833,1118,0,1,0,norm,0,122,0,3,-,0,S,0.0,upstart-socket,password
1668630843,1549,0,1,0,norm,0,122,0,2,0,0,S,0.02,Xorg,injection
1668630843,1288,0,4,0,norm,0,122,0,0,0,0,S,0.0,NetworkManager,dos
1668630893,3386,0,1,0,norm,20,102,0,2,0,0,S,0.01,atop,injection
1668630900,2625,0,4,0,norm,0,122,0,1,-,0,S,0.0,hud-service,normal
1668630918,2941,0,5,0,norm,0,122,0,3,0,0,S,0.0,nautilus,dos
1668630938,2211,0,1,0,norm,0,122,0,3,-,0,S,0.0,atop,password
1668630950,2893,0,5,0,norm,0,122,0,0,0,0,S,0.0,nautilus,ddos
1668630980,2512,0,1,0,norm,0,122,0,2,-,0,S,0.0,dbus-daemon,normal
1668631013,2700,0,4,0,norm,0,122,0,0,0,0,S,0.0,hud-service,dos
1668631038,1492,0,1,0,norm,0,122,0,3,-,0,S,0.0,irqbalance,password
1668631045,2620,0,4,0,norm,0,122,0,2,0,0,S,0.0,unity-settings,ddos
1668631058,7704,0,1,0,norm,0,122,0,1,0,0,S,0.02,atop,injection
1668631160,4465,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1668631168,2211,0,1,0,norm,0,122,0,3,-,0,S,0.0,atop,password
1668631218,1099,0,1,0,norm,0,122,0,2,-,0,S,0.0,upstart-file-b,password
1668631220,2590,0,1,0,norm,0,122,0,3,-,0,S,0.0,upstart-dbus-b,normal
1668631220,2628,0,4,0,norm,0,122,0,2,0,0,S,0.0,hud-service,normal
1668631230,4239,0,4,0,norm,0,122,0,0,0,0,S,0.0,gnome-terminal,ddos
1668631243,2681,0,1,0,norm,0,122,0,2,-,0,S,0.0,upstart-file-b,password
1668631248,6543,0,1,0,norm,20,102,0,0,0,0,S,0.02,atop,injection
1668631305,2901,0,3,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,normal
1668631315,1463,0,1,0,norm,0,122,0,1,-,0,S,0.0,irqbalance,normal
1668631320,2639,0,3,0,norm,0,122,0,2,-,0,S,0.0,unity-panel-se,normal
1668631345,1760,0,1,0,norm,0,122,0,3,-,0,S,0.0,haveged,normal
1668631390,2597,0,1,0,norm,0,122,0,1,0,0,S,0.0,upstart-dbus-b,ddos
1668631430,2869,0,5,0,norm,0,122,0,2,0,0,S,0.05,compiz,ddos
1668631528,3030,0,5,0,norm,0,122,0,2,-,0,S,0.0,nautilus,password
1668631543,2591,0,1,0,norm,0,122,0,3,0,0,S,0.02,dbus-daemon,injection
1668631545,2512,0,1,0,norm,0,122,0,1,-,0,S,0.0,dbus-daemon,normal
1668631548,2725,0,3,0,norm,0,122,0,3,0,0,S,0.02,unity-panel-se,injection
1668631565,4416,1,0,0,norm,20,102,0,1,0,0,R,0.02,atop,ddos
1668631628,1288,0,4,0,norm,0,122,0,1,0,0,S,0.0,NetworkManager,injection
1668631650,1289,0,3,0,norm,0,122,0,3,0,0,S,0.0,polkitd,ddos
1668631653,7478,0,1,0,norm,0,122,0,3,0,0,S,0.0,atop,injection
1668631653,3195,0,3,0,norm,0,122,0,3,0,0,S,0.01,ostinato,dos
1668631660,3088,0,2,0,norm,0,122,0,1,0,0,S,0.0,zeitgeist-daem,ddos
1668631663,4694,0,0,0,-,0,2,0,0,-,1,E,0.0,<vsftpd>,password
1668631673,4697,0,0,0,-,0,2,0,0,NE,0,E,0.0,<systemd-udev>,password
1668631673,1498,0,5,0,norm,0,122,0,2,0,0,S,0.0,whoopsie,dos
1668631673,1498,0,4,0,norm,0,122,0,3,0,0,S,0.0,whoopsie,injection
1668631688,2978,0,3,0,norm,0,122,0,0,0,0,S,0.0,mission-contro,dos
1668631708,3596,0,1,0,norm,0,122,0,1,0,0,S,0.0,kworker/1:0,dos
1668631713,2930,0,5,0,norm,0,122,0,0,0,0,S,0.0,evolution-cale,dos
1668631745,4419,0,1,0,norm,20,102,0,1,0,0,S,0.02,atop,ddos
1668631760,1943,0,2,0,norm,0,122,0,1,-,0,S,0.0,vmtoolsd,normal
1668631780,2879,0,4,0,norm,0,122,0,3,0,0,S,0.0,goa-daemon,ddos
1668631855,8045,0,1,0,norm,0,122,0,1,-,0,S,0.0,kworker/u256:0,normal
1668631923,2939,0,3,0,norm,0,122,0,3,0,0,S,0.01,nm-applet,dos
1668631925,2625,0,4,0,norm,0,122,0,1,-,0,S,0.0,hud-service,normal
1668632015,3768,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1668632025,3767,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1668632063,2059,0,2,0,norm,0,122,0,3,0,0,S,0.0,vmtoolsd,injection
1668632070,2639,0,3,0,norm,0,122,0,2,-,0,S,0.0,unity-panel-se,normal
1668632080,2512,0,1,0,norm,0,122,0,0,0,0,S,0.01,dbus-daemon,ddos
1668632083,1493,0,1,0,norm,0,122,0,3,0,0,S,0.0,irqbalance,dos
1668632085,2909,0,3,0,norm,0,122,0,0,0,0,S,0.0,vmtoolsd,ddos
1668632103,3986,1,0,0,norm,20,102,0,0,-,0,R,0.01,atop,password
1668632103,2725,0,3,0,norm,0,122,0,0,0,0,S,0.01,unity-panel-se,dos
1668632125,2625,0,4,0,norm,0,122,0,1,-,0,S,0.01,hud-service,normal
1668632128,6544,0,1,0,norm,20,102,0,0,0,0,S,0.02,atop,injection
1668632183,2213,0,1,0,norm,0,122,0,3,-,0,S,0.0,atop,password
1668632223,7016,0,1,0,norm,0,122,0,3,0,0,S,0.0,atop,injection
1668632223,3385,0,1,0,norm,20,102,0,2,0,0,S,0.01,atop,dos
1668632245,1281,0,4,0,norm,0,122,0,0,0,0,S,0.0,NetworkManager,ddos
1668632260,3769,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1668632263,2059,0,2,0,norm,0,122,0,0,0,0,S,0.0,vmtoolsd,dos
1668632275,4418,0,1,0,norm,20,102,0,2,0,0,S,0.0,atop,ddos
1668632333,3195,0,3,0,norm,0,122,0,0,0,0,S,0.01,ostinato,dos
1668632345,2632,0,3,0,norm,0,122,0,1,0,0,S,0.01,unity-panel-se,ddos
1668632360,2909,0,3,0,norm,0,122,0,0,0,0,S,0.0,vmtoolsd,ddos
1668632368,2941,0,5,0,norm,0,122,0,0,0,0,S,0.0,nautilus,dos
1668632373,2215,0,1,0,norm,0,122,0,3,-,0,S,0.0,atop,password
1668632378,6589,0,55,0,norm,0,122,0,1,0,0,S,0.01,SLAM,injection
1668632393,2692,0,4,0,norm,0,122,0,3,-,0,S,0.0,hud-service,password
1668632418,1970,0,2,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,password
1668632448,1288,0,4,0,norm,0,122,0,1,0,0,S,0.0,NetworkManager,injection
1668632468,2681,0,1,0,norm,0,122,0,2,-,0,S,0.0,upstart-file-b,password
1668632493,1493,0,1,0,norm,0,122,0,3,0,0,S,0.0,irqbalance,injection
1668632550,2625,0,4,0,norm,0,122,0,3,-,0,S,0.01,hud-service,normal
1668632570,4465,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1668632623,2210,0,1,0,norm,0,122,0,3,-,0,S,0.0,atop,password
1668632628,1549,0,1,0,norm,0,122,0,3,0,0,S,0.0,Xorg,dos
1668632635,2639,0,3,0,norm,0,122,0,1,-,0,S,0.0,unity-panel-se,normal
1668632663,1496,0,3,0,norm,0,122,0,3,-,0,S,0.0,whoopsie,password
1668632675,2814,0,2,0,norm,0,122,0,1,0,0,S,0.01,indicator-appl,ddos
1668632683,6543,0,1,0,norm,20,102,0,3,0,0,S,0.01,atop,injection
1668632733,1787,0,1,0,norm,0,122,0,3,0,0,S,0.0,haveged,dos
1668632743,2913,0,5,0,norm,0,122,0,1,0,0,S,0.02,compiz,injection
1668632758,3387,0,1,0,norm,20,102,0,2,0,0,S,0.02,atop,injection
1668632780,2512,0,1,0,norm,0,122,0,1,-,0,S,0.0,dbus-daemon,normal
1668632793,2668,0,1,0,norm,0,122,0,3,0,0,S,0.0,upstart-dbus-b,dos
1668632800,6939,0,1,0,norm,0,122,0,3,-,0,S,0.02,tcpdump,normal
1668632800,2597,0,1,0,norm,0,122,0,0,0,0,S,0.0,upstart-dbus-b,ddos
1668632805,2866,0,9,0,norm,0,122,0,1,-,0,S,0.01,compiz,normal
1668632815,3770,0,1,0,norm,20,102,0,1,-,0,S,0.01,atop,normal
1668632818,4346,0,1,0,norm,0,122,0,1,-,0,S,0.0,kworker/u256:2,password
1668632825,3882,0,3,0,norm,0,122,0,1,-,0,S,0.0,ostinato,normal
1668632853,2213,0,1,0,norm,0,122,0,3,-,0,S,0.0,atop,password
1668632860,4277,0,3,0,norm,0,122,0,0,0,0,S,0.03,ostinato,ddos
1668632875,2901,0,3,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,normal
1668632885,2814,0,2,0,norm,0,122,0,0,0,0,S,0.02,indicator-appl,ddos
1668632903,1226,0,1,0,norm,0,122,0,3,-,0,S,0.0,vsftpd,password
1668632930,2628,0,4,0,norm,0,122,0,3,0,0,S,0.0,hud-service,ddos
1668632945,2909,0,3,0,norm,0,122,0,0,0,0,S,0.0,vmtoolsd,ddos
1668632978,2591,0,1,0,norm,0,122,0,1,0,0,S,0.0,dbus-daemon,dos
1668632990,1463,0,1,0,norm,0,122,0,1,-,0,S,0.0,irqbalance,normal
1668632993,2913,0,5,0,norm,0,122,0,3,0,0,S,0.01,compiz,dos
1668633003,1580,0,1,0,norm,0,122,0,3,-,0,S,0.01,Xorg,password
1668633013,3385,0,1,0,norm,20,102,0,2,0,0,S,0.01,atop,dos
1668633023,7707,0,1,0,norm,0,122,0,0,0,0,S,0.05,atop,injection
1668633043,1572,0,17,0,norm,0,122,0,3,-,0,S,0.0,navigation,password
1668633048,2185,0,1,0,norm,0,122,0,0,0,0,S,0.0,atop,dos
1668633108,3384,0,1,0,norm,20,102,0,0,0,0,S,0.01,atop,injection
1668633118,6541,1,0,0,norm,20,102,0,0,0,0,R,0.01,atop,injection
1668633158,2059,0,2,0,norm,0,122,0,0,0,0,S,0.0,vmtoolsd,dos
1668633160,4466,0,1,0,norm,20,102,0,3,-,0,S,0.0,atop,normal
1668633170,4280,0,13,0,norm,0,122,0,2,0,0,S,0.03,drone,ddos
1668633190,4416,1,0,0,norm,20,102,0,0,0,0,R,0.02,atop,ddos
1668633240,3770,0,1,0,norm,20,102,0,1,-,0,S,0.01,atop,normal
1668633250,3769,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1668633255,4465,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1668633263,3195,0,3,0,norm,0,122,0,2,0,0,S,0.02,ostinato,injection
1668633270,4466,0,1,0,norm,20,102,0,3,-,0,S,0.0,atop,normal
1668633275,2625,0,4,0,norm,0,122,0,1,-,0,S,0.0,hud-service,normal
1668633288,3387,0,1,0,norm,20,102,0,1,0,0,S,0.01,atop,dos
1668633325,1588,0,1,0,norm,0,122,0,0,0,0,S,0.03,Xorg,ddos
1668633388,1492,0,1,0,norm,0,122,0,3,-,0,S,0.0,irqbalance,password
1668633398,7707,0,0,0,0,0,2,0,0,-,0,E,0.0,<apache2>,injection
1668633408,4346,0,1,0,norm,0,122,0,2,-,0,S,0.0,kworker/u256:2,password
1668633418,4744,0,0,0,-,0,2,0,0,-,1,E,0.0,<vsftpd>,password
1668633423,2668,0,1,0,norm,0,122,0,3,0,0,S,0.0,upstart-dbus-b,dos
1668633425,2869,0,5,0,norm,0,122,0,0,0,0,S,0.21,compiz,ddos
1668633428,3387,0,1,0,norm,20,102,0,2,0,0,S,0.02,atop,injection
1668633428,3150,0,4,0,norm,0,122,0,0,0,0,S,0.0,gnome-terminal,dos
1668633430,1943,0,2,0,norm,0,122,0,0,-,0,S,0.0,vmtoolsd,normal
1668633460,6939,0,1,0,norm,0,122,0,0,-,0,S,0.02,tcpdump,normal
1668633465,2512,0,1,0,norm,0,122,0,0,0,0,S,0.02,dbus-daemon,ddos
1668633468,2941,0,5,0,norm,0,122,0,2,0,0,S,0.0,nautilus,injection
1668633480,3769,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1668633553,3365,0,3,0,norm,0,122,0,3,0,0,S,0.0,deja-dup-monit,injection
1668633558,3070,0,3,0,norm,0,122,0,1,-,0,S,0.0,vmtoolsd,password
1668633558,3384,1,0,0,norm,20,102,0,1,0,0,R,0.01,atop,dos
1668633578,1549,0,1,0,norm,0,122,0,0,0,0,S,0.0,Xorg,dos
1668633583,3195,0,3,0,norm,0,122,0,1,0,0,S,0.02,ostinato,injection
1668633605,2879,0,4,0,norm,0,122,0,3,0,0,S,0.0,goa-daemon,ddos
1668633613,4756,0,1,0,norm,0,122,0,1,N,0,S,0.0,vsftpd,password
1668633618,6543,0,1,0,norm,20,102,0,0,0,0,S,0.01,atop,injection
1668633630,5507,0,0,0,0,0,2,0,0,-,15,E,0.0,<dhclient>,ddos
1668633655,2901,0,3,0,norm,0,122,0,2,-,0,S,0.0,vmtoolsd,normal
1668633690,6939,0,1,0,norm,0,122,0,2,-,0,S,0.01,tcpdump,normal
1668633743,6542,0,1,0,norm,20,102,0,2,0,0,S,0.01,atop,injection
1668633748,3385,0,1,0,norm,20,102,0,0,0,0,S,0.01,atop,injection
1668633763,1549,0,1,0,norm,0,122,0,1,0,0,S,0.0,Xorg,injection
1668633763,1572,0,17,0,norm,0,122,0,3,-,0,S,0.0,navigation,password
1668633800,2034,0,1,0,norm,0,122,0,2,0,0,S,0.0,atop,ddos
1668633805,6939,0,1,0,norm,0,122,0,0,-,0,S,0.01,tcpdump,normal
1668633810,1491,0,4,0,norm,0,122,0,0,0,0,S,0.0,whoopsie,ddos
1668633813,2668,0,1,0,norm,0,122,0,3,0,0,S,0.0,upstart-dbus-b,dos
1668633880,2901,0,3,0,norm,0,122,0,3,-,0,S,0.0,vmtoolsd,normal
1668633890,2512,1,0,0,norm,0,122,0,0,0,0,R,0.01,dbus-daemon,ddos
1668633908,4754,0,0,0,-,0,2,0,0,-,1,E,0.0,<vsftpd>,password
1668633923,2725,0,3,0,norm,0,122,0,2,0,0,S,0.0,unity-panel-se,injection
1668633983,6543,0,1,0,norm,20,102,0,0,0,0,S,0.01,atop,injection
1668634018,2974,0,3,0,norm,0,122,0,3,0,0,S,0.0,vmtoolsd,dos
1668634048,3070,0,3,0,norm,0,122,0,3,-,0,S,0.0,vmtoolsd,password
1668634070,1534,0,1,0,norm,0,122,0,2,-,0,S,0.0,Xorg,normal
1668634075,2869,1,4,0,norm,0,122,0,0,0,0,R,0.21,compiz,ddos
1668634078,3383,0,1,0,norm,0,122,0,3,-,0,S,0.0,kworker/u256:0,password
1668634128,2059,0,2,0,norm,0,122,0,3,0,0,S,0.0,vmtoolsd,dos
1668634128,2059,0,2,0,norm,0,122,0,2,0,0,S,0.0,vmtoolsd,injection
1668634145,2628,0,4,0,norm,0,122,0,1,0,0,S,0.0,hud-service,ddos
1668634170,3882,0,3,0,norm,0,122,0,1,-,0,S,0.0,ostinato,normal
1668634195,2901,0,3,0,norm,0,122,0,3,-,0,S,0.0,vmtoolsd,normal
1668634203,6544,0,1,0,norm,20,102,0,2,0,0,S,0.01,atop,injection
1668634203,3882,0,3,0,norm,0,122,0,0,-,0,S,0.01,ostinato,password
1668634260,3707,0,1,0,norm,0,122,0,3,0,0,S,0.0,kworker/3:2,ddos
1668634345,2866,0,9,0,norm,0,122,0,1,-,0,S,0.01,compiz,normal
1668634383,3385,0,1,0,norm,20,102,0,2,0,0,S,0.01,atop,dos
1668634383,3386,0,1,0,norm,20,102,0,2,0,0,S,0.01,atop,injection
1668634418,4773,0,0,0,-,0,2,0,0,NE,1,E,0.0,<vsftpd>,password
1668634450,1588,0,1,0,norm,0,122,0,0,0,0,S,0.0,Xorg,ddos
1668634450,6939,0,1,0,norm,0,122,0,0,-,0,S,0.02,tcpdump,normal
1668634463,3384,1,0,0,norm,20,102,0,1,0,0,R,0.01,atop,dos
1668634470,2625,0,4,0,norm,0,122,0,2,-,0,S,0.0,hud-service,normal
1668634483,2525,0,1,0,norm,0,122,0,2,-,0,S,0.01,dbus-daemon,password
1668634490,4416,1,0,0,norm,20,102,0,0,0,0,R,0.02,atop,ddos
1668634500,4417,0,1,0,norm,20,102,0,1,0,0,S,0.02,atop,ddos
1668634505,3767,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1668634548,3384,1,0,0,norm,20,102,0,1,0,0,R,0.01,atop,dos
1668634555,3885,1,11,0,norm,0,122,0,3,-,0,S,0.99,drone,normal
1668634593,1099,0,1,0,norm,0,122,0,0,-,0,S,0.0,upstart-file-b,password
1668634608,1226,0,1,0,norm,0,122,0,3,-,0,S,0.0,vsftpd,password
1668634663,4782,0,0,0,-,0,2,0,0,NE,1,E,0.0,<vsftpd>,password
1668634710,1588,0,1,0,norm,0,122,0,0,0,0,S,0.01,Xorg,ddos
1668634718,3989,1,0,0,norm,20,102,0,2,-,0,R,0.01,atop,password
1668634778,1572,0,17,0,norm,0,122,0,3,-,0,S,0.0,navigation,password
1668634783,2059,0,2,0,norm,0,122,0,0,0,0,S,0.0,vmtoolsd,injection
1668634785,2869,0,5,0,norm,0,122,0,0,0,0,S,0.03,compiz,ddos
1668634845,2620,0,4,0,norm,0,122,0,0,0,0,S,0.0,unity-settings,ddos
1668634845,8045,0,1,0,norm,0,122,0,1,-,0,S,0.0,kworker/u256:0,normal
1668634848,1587,0,17,0,norm,0,122,0,3,0,0,S,0.0,navigation,dos
1668634918,1549,0,1,0,norm,0,122,0,3,0,0,S,0.0,Xorg,dos
1668634950,3707,0,1,0,norm,0,122,0,3,0,0,S,0.0,kworker/3:2,ddos
1668634960,1463,0,1,0,norm,0,122,0,1,-,0,S,0.0,irqbalance,normal
1668635000,2869,0,5,0,norm,0,122,0,0,0,0,S,0.03,compiz,ddos
1668635093,2941,0,5,0,norm,0,122,0,0,0,0,S,0.0,nautilus,injection
1668635120,2632,0,3,0,norm,0,122,0,3,0,0,S,0.0,unity-panel-se,ddos
1668635123,3199,0,2,0,norm,0,122,0,2,-,0,S,0.0,zeitgeist-daem,password
1668635143,2432,0,1,0,norm,0,122,0,1,-,0,S,0.0,init,password
1668635180,1515,0,1,0,norm,0,122,0,2,0,0,S,0.0,irqbalance,ddos
1668635188,6589,0,55,0,norm,0,122,0,2,0,0,S,0.01,SLAM,injection
1668635193,1587,0,17,0,norm,0,122,0,3,0,0,S,0.0,navigation,dos
1668635193,2700,0,4,0,norm,0,122,0,2,0,0,S,0.01,hud-service,injection
1668635220,4280,0,13,0,norm,0,122,0,2,0,0,S,0.02,drone,ddos
1668635228,4796,0,0,0,-,0,2,0,0,NE,1,E,0.0,<vsftpd>,password
1668635303,4808,0,0,0,-,0,2,0,0,NE,0,E,0.0,<vsftpd>,password
1668635350,4467,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1668635380,2639,0,3,0,norm,0,122,0,2,-,0,S,0.0,unity-panel-se,normal
1668635440,2632,0,3,0,norm,0,122,0,1,0,0,S,0.0,unity-panel-se,ddos
1668635443,2700,0,4,0,norm,0,122,0,2,0,0,S,0.01,hud-service,injection
1668635453,2725,0,3,0,norm,0,122,0,0,0,0,S,0.0,unity-panel-se,injection
1668635455,3770,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1668635460,1481,0,1,0,norm,0,122,0,2,0,0,S,0.0,cron,ddos
1668635460,3767,1,0,0,norm,20,102,0,1,-,0,R,0.0,atop,normal
1668635463,4806,0,0,0,-,0,2,0,0,-,1,E,0.0,<vsftpd>,password
1668635488,2710,0,3,0,norm,0,122,0,1,-,0,S,0.02,unity-panel-se,password
1668635490,2639,0,3,0,norm,0,122,0,1,-,0,S,0.0,unity-panel-se,normal
1668635545,2632,0,3,0,norm,0,122,0,1,0,0,S,0.0,unity-panel-se,ddos
1668635555,2625,0,4,0,norm,0,122,0,2,-,0,S,0.0,hud-service,normal
1668635563,3386,0,1,0,norm,20,102,0,1,0,0,S,0.02,atop,injection
1668635575,2884,0,5,0,norm,0,122,0,1,0,0,S,0.0,evolution-cale,ddos
1668635635,4280,0,13,0,norm,0,122,0,2,0,0,S,0.02,drone,ddos
1668635640,4416,1,0,0,norm,20,102,0,0,0,0,R,0.02,atop,ddos
1668635670,1946,0,2,0,norm,0,122,0,3,0,0,S,0.0,vmtoolsd,ddos
1668635685,3707,0,1,0,norm,0,122,0,3,0,0,S,0.0,kworker/3:2,ddos
1668635693,3150,0,4,0,norm,0,122,0,3,0,0,S,0.0,gnome-terminal,dos
1668635708,4814,0,0,0,-,0,2,0,0,-,1,E,0.0,<vsftpd>,password
1668635718,7016,0,1,0,norm,0,122,0,1,0,0,S,0.05,atop,injection
1668635718,3885,1,10,0,norm,0,122,0,0,-,0,S,1.0,drone,password
1668635728,7032,0,1,0,norm,0,122,0,3,0,0,S,0.04,atop,injection
1668635808,6543,0,1,0,norm,20,102,0,1,0,0,S,0.02,atop,injection
1668635873,1549,0,1,0,norm,0,122,0,0,0,0,S,0.01,Xorg,dos
1668635905,4466,0,1,0,norm,20,102,0,3,-,0,S,0.0,atop,normal
1668635945,4417,0,1,0,norm,20,102,0,1,0,0,S,0.0,atop,ddos
1668635948,3885,1,10,0,norm,0,122,0,0,-,0,S,1.02,drone,password
1668635980,4417,0,1,0,norm,20,102,0,1,0,0,S,0.02,atop,ddos
1668636010,2893,0,5,0,norm,0,122,0,0,0,0,S,0.0,nautilus,ddos
1668636030,4451,0,1,0,norm,0,122,0,2,0,0,S,0.0,atop,ddos
1668636060,2869,0,5,0,norm,0,122,0,3,0,0,S,0.05,compiz,ddos
1668636095,3767,1,0,0,norm,20,102,0,1,-,0,R,0.01,atop,normal
1668636128,3385,0,1,0,norm,20,102,0,2,0,0,S,0.01,atop,injection
1668636143,1226,0,1,0,norm,0,122,0,3,-,0,S,0.0,vsftpd,password
1668636173,2059,0,2,0,norm,0,122,0,3,0,0,S,0.0,vmtoolsd,injection
1668636183,2059,0,2,0,norm,0,122,0,3,0,0,S,0.0,vmtoolsd,dos
1668636225,2628,0,4,0,norm,0,122,0,1,0,0,S,0.0,hud-service,ddos
1668636235,3767,0,1,0,norm,20,102,0,1,-,0,S,0.0,atop,normal
1668636270,2869,0,5,0,norm,0,122,0,1,0,0,S,0.05,compiz,ddos
1668636275,2639,0,3,0,norm,0,122,0,2,-,0,S,0.0,unity-panel-se,normal
1668636308,2137,0,3,0,norm,0,122,0,1,0,0,S,0.0,upowerd,dos
1668636313,1552,0,3,0,norm,0,122,0,0,0,0,S,0.0,accounts-daemo,dos
1668636335,3768,0,1,0,norm,20,102,0,2,-,0,S,0.0,atop,normal
1668636383,3150,0,4,0,norm,0,122,0,2,0,0,S,0.0,gnome-terminal,injection
1668636410,1463,0,1,0,norm,0,122,0,1,-,0,S,0.0,irqbalance,normal
